idHermandad;tipoPaso;hora;localizacion;difHora;esCarreraOficial
19;PALIO;01:30;Pastor y Land.;;0
19;PALIO;02:00;Reyes Católicos;;0
19;PALIO;02:30;Puerta-Entrada;03:30;0
20;CRUZGUIA;20:30;Salida;20:50;0
20;CRUZGUIA;21:00;Cuna;;0
20;CRUZGUIA;21:30;Campana;21:47;1
20;CRUZGUIA;22:00;Plaza;22:27;1
20;CRUZGUIA;22:30;S. Miguel;22:53;1
20;CRUZGUIA;23:00;P. Palos;23:12;1
20;CRUZGUIA;23:30;Arg. de Molina;;0
20;CRUZGUIA;00:00;Chapineros;;0
20;CRUZGUIA;00:30;Entrada;01:10;0
20;PALIO;21:30;Salida;;0
20;PALIO;22:00;Cuna;;0
20;PALIO;22:30;Campana;22:41;1
20;PALIO;23:00;Plaza;23:21;1
20;PALIO;23:30;S. Miguel;23:47;1
20;PALIO;00:00;P. Palos;00:06;1
20;PALIO;00:30;Arg. de Molina;;0
20;PALIO;01:00;Chapineros;;0
20;PALIO;01:30;Entrada;01:25;0
21;CRUZGUIA;11:30;Salida;;0
21;CRUZGUIA;12:00;Dr Laffón Soto;;0
21;CRUZGUIA;12:30;Avda. Soleá;;0
21;CRUZGUIA;13:00;Sinaí;;0
21;CRUZGUIA;13:30;Luis Montoto;;0
21;CRUZGUIA;14:00;Luis Montoto;;0
21;CRUZGUIA;14:30;San Esteban;;0
21;CRUZGUIA;15:00;J. Tres Caídas;;0
21;CRUZGUIA;15:30;Granada;;0
21;CRUZGUIA;16:00;Tetuán;;0
21;CRUZGUIA;16:30;Campana;16:25;1
21;CRUZGUIA;17:00;Plaza;17:05;1
21;CRUZGUIA;17:30;S. Miguel;17:31;1
21;CRUZGUIA;18:00;Palos;17:50;1
21;CRUZGUIA;18:30;Pl. Jesús Pasión;;0
21;CRUZGUIA;19:00;Pl. Encarnación;;0
21;CRUZGUIA;19:30;Alm. Apodaca;;0
21;CRUZGUIA;20:00;Valle;;0
21;CRUZGUIA;20:30;J. Morales Torres;;0
21;CRUZGUIA;21:00;Urquiza;;0
21;CRUZGUIA;21:30;Venecia;;0
21;CRUZGUIA;22:00;A. Filpo Rojas;;0
21;CRUZGUIA;22:30;Samaniego;;0
21;CRUZGUIA;23:00;Av. Kansas City;;0
21;CRUZGUIA;23:30;Avda. Soleá;;0
21;CRUZGUIA;00:00;Av. Pedro Rom.;;0
21;CRUZGUIA;00:30;Virg. del Rosario;;0
21;CRUZGUIA;01:00;Entrada;;0
21;PALIO;12:00;Salida;12:11;0
21;PALIO;12:30;Av. Pedro Rom.;;0
21;PALIO;13:00;Avda. Soleá;;0
21;PALIO;13:30;Sinaí;;0
21;PALIO;14:00;Hern. del Pulgar;;0
21;PALIO;14:30;Luis Montoto;;0
21;PALIO;15:00;Luis Montoto;;0
21;PALIO;15:30;J. Tres Caídas;;0
21;PALIO;16:00;Cue. del Rosario;;0
21;PALIO;16:30;Tetuán;;0
21;PALIO;17:00;Campana;16:59;1
21;PALIO;17:30;Plaza;17:39;1
21;PALIO;18:00;S. Miguel;18:05;1
21;PALIO;18:30;Palos;18:24;1
21;PALIO;19:00;Arg. de Molina;;0
21;PALIO;19:30;Pl. Jesús Pasión;;0
21;PALIO;20:00;Pl. Encarnación;;0
21;PALIO;20:30;San Pedro;;0
21;PALIO;21:00;Pinto;;0
21;PALIO;21:30;Valle;;0
21;PALIO;22:00;Urquiza;;0
21;PALIO;22:30;Venecia;;0
21;PALIO;23:00;Venecia;;0
21;PALIO;23:30;Samaniego;;0
21;PALIO;00:00;Av. Kansas City;;0
21;PALIO;00:30;Avda. Soleá;;0
21;PALIO;01:00;Dr Laffón Soto;;0
21;PALIO;01:30;Av. Pedro Rom.;;0
21;PALIO;02:00;Entrada;01:50;0
22;CRUZGUIA;14:30;Salida;14:45;0
22;CRUZGUIA;15:00;Juan de Mesa;;0
22;CRUZGUIA;15:30;Pl. San Pedro;;0
22;CRUZGUIA;16:00;Orfila;;0
22;CRUZGUIA;16:30;Trajano;;0
22;CRUZGUIA;17:00;Campana;16:59;1
22;CRUZGUIA;17:30;Plaza;17:39;1
22;CRUZGUIA;18:00;S. Miguel;18:05;1
22;CRUZGUIA;18:30;P. Palos;18:24;1
22;CRUZGUIA;19:00;Francos;;0
22;CRUZGUIA;19:30;Pl. Salvador;;0
22;CRUZGUIA;20:00;Odreros;;0
22;CRUZGUIA;20:30;Sales y Ferré;;0
22;CRUZGUIA;21:00;Alhóndiga;;0
22;CRUZGUIA;21:30;F. Carrión Mejías;;0
22;CRUZGUIA;22:00;Santiago;;0
22;CRUZGUIA;22:30;Entrada;;0
22;PALIO;15:30;Salida;;0
22;PALIO;16:00;Alm. Apodaca;;0
22;PALIO;16:30;Imagen;;0
22;PALIO;17:00;Orfila;;0
22;PALIO;17:30;Campana;17:46;1
22;PALIO;18:00;Plaza;18:26;1
22;PALIO;18:30;S. Miguel;18:52;1
22;PALIO;19:00;Palos;19:11;1
22;PALIO;19:30;Alemanes;;0
22;PALIO;20:00;Francos;;0
22;PALIO;20:30;Pl. Salvador;;0
22;PALIO;21:00;Odreros;;0
22;PALIO;21:30;Sales y Ferré;;0
22;PALIO;22:00;Alhóndiga;;0
22;PALIO;22:30;F. Carrión Mejías;;0
22;PALIO;23:00;Juan de Mesa;;0
22;PALIO;23:30;Santiago;;0
22;PALIO;00:00;Entrada;;0
23;CRUZGUIA;12:30;Salida;12:25;0
23;CRUZGUIA;13:00;Felipe II;;0
23;CRUZGUIA;13:30;Porvenir;;0
23;CRUZGUIA;14:00;Av. Isabel la Cat.;;0
23;CRUZGUIA;14:30;Glorieta del Cid;;0
23;CRUZGUIA;15:00;Avda. Roma;;0
23;CRUZGUIA;15:30;Av. Constitución;;0
23;CRUZGUIA;16:00;Pta del Arenal;;0
23;CRUZGUIA;16:30;Gamazo;;0
23;CRUZGUIA;17:00;Tetuán;;0
23;CRUZGUIA;17:30;Campana;17:46;1
23;CRUZGUIA;18:00;Plaza;18:26;1
23;CRUZGUIA;18:30;S. Miguel;18:52;1
23;CRUZGUIA;19:00;Palos;19:11;1
23;CRUZGUIA;19:30;Pl. Triunfo;;0
23;CRUZGUIA;20:00;San Gregorio;;0
23;CRUZGUIA;20:30;Lonja Universid.;;0
23;CRUZGUIA;21:00;Avda. Cid;;0
23;CRUZGUIA;21:30;Av. Isabel la Cat.;;0
23;CRUZGUIA;22:00;Av. Don Pelayo;;0
23;CRUZGUIA;22:30;Felipe II;;0
23;CRUZGUIA;23:00;Bogotá;;0
23;CRUZGUIA;23:30;Pedro Salinas;;0
23;CRUZGUIA;00:00;Avda. Teatinos;;0
23;CRUZGUIA;00:30;Romero de Torr.;;0
23;CRUZGUIA;01:00;Entrada;;0
23;PALIO;13:30;Salida;;0
23;PALIO;14:00;Almir. Topete;;0
23;PALIO;14:30;Die. de la Barrera;;0
23;PALIO;15:00;Río de la Plata;;0
23;PALIO;15:30;Av. Isabel la Cat.;;0
23;PALIO;16:00;Glorieta del Cid;;0
23;PALIO;16:30;Avda. Roma;;0
23;PALIO;17:00;Almirantazgo;;0
23;PALIO;17:30;Pta del Arenal;;0
23;PALIO;18:00;Barcelona;;0
23;PALIO;18:30;Campana;18:47;1
23;PALIO;19:00;Plaza;19:27;1
23;PALIO;19:30;S. Miguel;19:53;1
23;PALIO;20:00;Palos;20:12;1
23;PALIO;20:30;Pl. Triunfo;;0
23;PALIO;21:00;San Gregorio;;0
23;PALIO;21:30;Lonja de la Univ.;;0
23;PALIO;22:00;Avda. Cid;;0
23;PALIO;22:30;Av. Isabel la Cat.;;0
23;PALIO;23:00;Av. Don Pelayo;;0
23;PALIO;23:30;Felipe II;;0
23;PALIO;00:00;Bogotá;;0
23;PALIO;00:30;Pedro Salinas;;0
23;PALIO;01:00;Avda. Teatinos;;0
23;PALIO;01:30;Romero de Torr.;;0
23;PALIO;02:00;Entrada;02:10;0
24;CRUZGUIA;18:00;Salida;18:10;0
24;CRUZGUIA;18:30;Campana;18:47;1
24;CRUZGUIA;19:00;Plaza;19:27;1
24;CRUZGUIA;19:30;S. Miguel;19:53;1
24;CRUZGUIA;20:00;P. Palos;20:12;1
24;CRUZGUIA;20:30;Alemanes;;0
24;CRUZGUIA;21:00;Álvarez Quintero;;0
24;CRUZGUIA;21:30;Cuna;;0
24;CRUZGUIA;22:00;Entrada;;0
24;PASO;18:30;Salida;18:42;0
24;PASO;19:00;Campana;19:19;1
24;PASO;19:30;Plaza;19:59;1
24;PASO;20:00;S. Miguel;20:25;1
24;PASO;20:30;Palos;20:44;1
24;PASO;21:00;Argote de Molina;;0
24;PASO;21:30;Pl. Salvador;;0
24;PASO;22:00;Cuna;;0
24;PASO;22:30;Entrada;22:20;0
25;CRUZGUIA;15:00;Salida;;0
25;CRUZGUIA;15:30;San Jacinto;;0
25;CRUZGUIA;16:00;San Jacinto;;0
25;CRUZGUIA;16:30;San Jacinto;;0
25;CRUZGUIA;17:00;Pte de Triana;;0
25;CRUZGUIA;17:30;Reyes Católicos;;0
25;CRUZGUIA;18:00;San Pablo;;0
25;CRUZGUIA;18:30;Rioja;;0
25;CRUZGUIA;19:00;Campana;19:19;1
25;CRUZGUIA;19:30;Plaza;19:59;1
25;CRUZGUIA;20:00;S. Miguel;20:25;1
25;CRUZGUIA;20:30;Palos;20:44;1
25;CRUZGUIA;21:00;Arfe;;0
25;CRUZGUIA;21:30;Adriano;;0
25;CRUZGUIA;22:00;Reyes Católicos;;0
25;CRUZGUIA;22:30;Cristóbal Colón;;0
25;CRUZGUIA;23:00;Pte de Triana;;0
25;CRUZGUIA;23:30;San Jacinto;;0
25;CRUZGUIA;00:00;San Jacinto;;0
25;CRUZGUIA;00:30;N. S. de la Salud;;0
25;CRUZGUIA;01:00;Entrada;00:50;0
25;PALIO;16:30;Salida;;0
25;PALIO;17:00;Avda. Coria;;0
25;PALIO;17:30;S. Martín Porres;;0
25;PALIO;18:00;San Jacinto;;0
25;PALIO;18:30;San Jacinto;;0
25;PALIO;19:00;Cristóbal Colón;;0
25;PALIO;19:30;San Pablo;;0
25;PALIO;20:00;Rioja;;0
25;PALIO;20:30;Campana;20:35;1
25;PALIO;21:00;Plaza;21:15;1
25;PALIO;21:30;S. Miguel;21:41;1
25;PALIO;22:00;Palos;22:00;1
25;PALIO;22:30;Fray C. González;;0
25;PALIO;23:00;Arfe;;0
25;PALIO;23:30;Adriano;;0
25;PALIO;00:00;Pastor y Landero;;0
25;PALIO;00:30;Pte de Triana;;0
25;PALIO;01:00;San Jacinto;;0
25;PALIO;01:30;San Jacinto;;0
25;PALIO;02:00;S. Martín Porres;;0
25;PALIO;02:30;N. S. de la Salud;;0
25;PALIO;03:00;Entrada;;0
26;CRUZGUIA;19:30;Salida;19:35;0
26;CRUZGUIA;20:00;Teniente Borges;;0
26;CRUZGUIA;20:30;Campana;20:35;1
26;CRUZGUIA;21:00;Plaza;21:15;1
26;CRUZGUIA;21:30;S. Miguel;21:41;1
26;CRUZGUIA;22:00;Palos;22:00;1
26;CRUZGUIA;22:30;Francos;;0
26;CRUZGUIA;23:00;Cuna;;0
26;CRUZGUIA;23:30;J. Lasso Vega;;0
26;CRUZGUIA;00:00;Entrada;;0
26;PALIO;20:00;Salida;;0
26;PALIO;20:30;Virgen B. Libros;;0
26;PALIO;21:00;Campana;21:06;1
26;PALIO;21:30;Plaza;21:46;1
26;PALIO;22:00;S. Miguel;22:12;1
26;PALIO;22:30;Palos;22:31;1
26;PALIO;23:00;Francos;;0
26;PALIO;23:30;Cuna;;0
26;PALIO;00:00;J. Lasso Vega;;0
26;PALIO;00:30;Baños;;0
26;PALIO;01:00;Entrada;;0
27;CRUZGUIA;20:00;Salida;;0
27;CRUZGUIA;20:30;Alfonso XII;;0
27;CRUZGUIA;21:00;Campana;21:06;1
27;CRUZGUIA;21:30;Plaza;21:46;1
27;CRUZGUIA;22:00;S. Miguel;22:12;1
27;CRUZGUIA;22:30;Palos;22:31;1
27;CRUZGUIA;23:00;Francos;;0
27;CRUZGUIA;23:30;Villegas;;0
27;CRUZGUIA;00:00;Tetuán;;0
27;CRUZGUIA;00:30;Campana;;0
27;CRUZGUIA;01:00;V. Buenos Libros;;0
27;CRUZGUIA;01:30;Entrada;01:10;0
27;PALIO;20:30;Salida;20:40;0
27;PALIO;21:00;San Vicente;;0
27;PALIO;21:30;Campana;21:38;1
27;PALIO;22:00;Plaza;22:18;1
27;PALIO;22:30;S. Miguel;22:44;1
27;PALIO;23:00;Palos;23:03;1
27;PALIO;23:30;Francos;;0
27;PALIO;00:00;Pl. Salvador;;0
27;PALIO;00:30;Tetuán;;0
27;PALIO;01:00;Alfonso XII;;0
27;PALIO;01:30;Entrada;01:55;0
28;CRUZGUIA;18:00;Salida;18:15;0
28;CRUZGUIA;18:30;Arfe;;0
28;CRUZGUIA;19:00;Castelar;;0
28;CRUZGUIA;19:30;Doña Guiomar;;0
28;CRUZGUIA;20:00;Zaragoza;;0
28;CRUZGUIA;20:30;San Pablo;;0
28;CRUZGUIA;21:00;Rioja;;0
28;CRUZGUIA;21:30;Campana;21:38;1
28;CRUZGUIA;22:00;Plaza;22:18;1
28;CRUZGUIA;22:30;S. Miguel;22:44;1
28;CRUZGUIA;23:00;Palos;23:03;1
28;CRUZGUIA;23:30;Min. Indalecio P.;;0
28;CRUZGUIA;00:00;Entrada;00:15;0
28;PALIO;19:00;Salida;;0
28;PALIO;19:30;Arfe;;0
28;PALIO;20:00;Castelar;;0
28;PALIO;20:30;Zaragoza;;0
28;PALIO;21:00;San Pablo;;0
28;PALIO;21:30;Rioja;;0
28;PALIO;22:00;Campana;22:09;1
28;PALIO;22:30;Plaza;22:49;1
28;PALIO;23:00;S. Miguel;23:15;1
28;PALIO;23:30;Palos;23:34;1
28;PALIO;00:00;Santo Tomás;;0
28;PALIO;00:30;Almirantazgo;;0
28;PALIO;01:00;Dos de Mayo;;0
28;PALIO;01:30;Entrada;01:20;0
29;CRUZGUIA;20:30;Salida;20:40;0
29;CRUZGUIA;21:00;Pl. Museo;;0
29;CRUZGUIA;21:30;Alfonso XII;;0
29;CRUZGUIA;22:00;Campana;22:09;1
29;CRUZGUIA;22:30;Plaza;22:49;1
29;CRUZGUIA;23:00;S. Miguel;23:15;1
29;CRUZGUIA;23:30;Palos;23:34;1
29;CRUZGUIA;00:00;Garc. de Vinuesa;;0
29;CRUZGUIA;00:30;Castelar;;0
29;CRUZGUIA;01:00;Pl. Molviedro;;0
29;CRUZGUIA;01:30;Zaragoza;;0
29;CRUZGUIA;02:00;Gravina;;0
29;CRUZGUIA;02:30;Entrada;;0
29;PALIO;21:00;Salida;21:15;0
29;PALIO;21:30;Pl. Museo;;0
29;PALIO;22:00;Alfonso XII;;0
29;PALIO;22:30;Campana;22:50;1
29;PALIO;23:00;Plaza;23:30;1
29;PALIO;23:30;S. Miguel;23:56;1
29;PALIO;00:00;Palos;00:15;1
29;PALIO;00:30;Alemanes;;0
29;PALIO;01:00;Castelar;;0
29;PALIO;01:30;Pl. Molviedro;;0
29;PALIO;02:00;Zaragoza;;0
29;PALIO;02:30;Gravina;;0
29;PALIO;03:00;Entrada;;0
30;CRUZGUIA;11:30;Salida;11:40;0
30;CRUZGUIA;12:30;Avda. Hytasa;;0
30;CRUZGUIA;13:30;Av. Ramón y Cajal;;0
30;CRUZGUIA;14:30;Avda. Carlos V;;0
30;CRUZGUIA;15:00;Puerta de Jerez;;0
30;CRUZGUIA;15:30;Plaza Nueva;;0
30;CRUZGUIA;16:00;Tetuán;;0
30;CRUZGUIA;16:30;Campana;16:40;1
30;CRUZGUIA;17:00;Plaza;17:20;1
30;CRUZGUIA;17:30;S. Miguel;17:46;1
30;CRUZGUIA;18:00;P. Palos;18:05;1
30;CRUZGUIA;18:30;Av. Constitución;;0
30;CRUZGUIA;19:00;Avda. Roma;;0
30;CRUZGUIA;19:30;Palos de la Fra.;;0
30;CRUZGUIA;20:00;Glorieta S. Diego;;0
30;CRUZGUIA;20:30;Avda. Portugal;;0
30;CRUZGUIA;21:00;Dr. P. de Castro;;0
30;CRUZGUIA;21:30;Enramadilla;;0
30;CRUZGUIA;22:00;Av. Ramón y Cajal;;0
30;CRUZGUIA;22:30;Av. Ramón y Cajal;;0
30;CRUZGUIA;23:00;Avda. Hytasa;;0
30;CRUZGUIA;23:30;Aníbal González;;0
30;CRUZGUIA;00:00;Afán de Ribera;;0
30;CRUZGUIA;00:30;NS de los Dolores;;0
30;CRUZGUIA;01:00;Entrada;;0
30;PALIO;12:30;Salida;;0
30;PALIO;13:30;Av. Benavides;;0
30;PALIO;14:30;Av. Ramón y Cajal;;0
30;PALIO;15:00;Enramadilla;;0
30;PALIO;15:30;Avda. Carlos V;;0
30;PALIO;16:00;Av. Constitución;;0
30;PALIO;16:30;Plaza Nueva;;0
30;PALIO;17:00;Tetuán;;0
30;PALIO;17:30;Campana;17:44;1
30;PALIO;18:00;Plaza;18:24;1
30;PALIO;18:30;S. Miguel;18:50;1
30;PALIO;19:00;P. Palos;19:09;1
30;PALIO;19:30;Av. Constitución;;0
30;PALIO;20:00;Avda. Roma;;0
30;PALIO;20:30;Palos de la Fra.;;0
30;PALIO;21:00;Glorieta S. Diego;;0
30;PALIO;21:30;Avda. Portugal;;0
30;PALIO;22:00;Dr. P. de Castro;;0
30;PALIO;22:30;Enramadilla;;0
30;PALIO;23:00;Gl. Bizco Amate;;0
30;PALIO;23:30;Av. Ramón y Cajal;;0
30;PALIO;00:00;Av. Ramón y Cajal;;0
30;PALIO;00:30;Avda. Hytasa;;0
30;PALIO;01:00;Aníbal González;;0
30;PALIO;01:30;Afán de Ribera;;0
30;PALIO;02:00;Entrada;;0
31;CRUZGUIA;14:30;Salida;;0
31;CRUZGUIA;15:00;Luis Montoto;;0
31;CRUZGUIA;15:30;Santiago;;0
31;CRUZGUIA;16:00;Juan de Mesa;;0
31;CRUZGUIA;16:30;Orfila;;0
31;CRUZGUIA;17:00;J. Lasso Vega;;0
31;CRUZGUIA;17:30;Campana;17:44;1
31;CRUZGUIA;18:00;Plaza;18:24;1
31;CRUZGUIA;18:30;S. Miguel;18:50;1
31;CRUZGUIA;19:00;P. Palos;19:09;1
31;CRUZGUIA;19:30;Francos;;0
31;CRUZGUIA;20:00;Alfalfa;;0
31;CRUZGUIA;20:30;Águilas;;0
31;CRUZGUIA;21:00;Águilas;;0
31;CRUZGUIA;21:30;Pl. Pilatos;;0
31;CRUZGUIA;22:00;Entrada;21:45;0
31;PALIO;15:30;Salida;15:45;0
31;PALIO;16:00;Luis Montoto;;0
31;PALIO;16:30;Pta de Carmona;;0
31;PALIO;17:00;Santiago;;0
31;PALIO;17:30;Imagen;;0
31;PALIO;18:00;Laraña;;0
31;PALIO;18:30;J. Lasso Vega;;0
31;PALIO;19:00;Campana;19:02;1
31;PALIO;19:30;Plaza;19:42;1
31;PALIO;20:00;S. Miguel;20:08;1
31;PALIO;20:30;P. Palos;20:27;1
31;PALIO;21:00;Argote de Molina;;0
31;PALIO;21:30;Cue. del Rosario;;0
31;PALIO;22:00;J. Tres Caídas;;0
31;PALIO;22:30;Águilas;;0
31;PALIO;23:00;Pl. Pilatos;;0
31;PALIO;23:30;Luis Montoto;;0
31;PALIO;00:00;Entrada;00:15;0
32;CRUZGUIA;17:00;Salida;17:15;0
32;CRUZGUIA;17:30;Cardenal Spínola;;0
32;CRUZGUIA;18:00;Pl. Gavidia;;0
32;CRUZGUIA;18:30;Pl. Duque;;0
32;CRUZGUIA;19:00;Campana;19:02;1
32;CRUZGUIA;19:30;Plaza;19:42;1
32;CRUZGUIA;20:00;S. Miguel;20:08;1
32;CRUZGUIA;20:30;P. Palos;20:27;1
32;CRUZGUIA;21:00;Argote de Molina;;0
32;CRUZGUIA;21:30;Chapineros;;0
32;CRUZGUIA;22:00;Cuna;;0
32;CRUZGUIA;22:30;Orfila;;0
32;CRUZGUIA;23:00;Trajano;;0
32;CRUZGUIA;23:30;Cond. de Barajas;;0
32;CRUZGUIA;00:00;Entrada;23:38;0
32;PALIO;18:00;Salida;18:05;0
32;PALIO;18:30;Cardenal Spínola;;0
32;PALIO;19:00;Las Cortes;;0
32;PALIO;19:30;Campana;19:42;1
32;PALIO;20:00;Plaza;20:22;1
32;PALIO;20:30;S. Miguel;20:48;1
32;PALIO;21:00;P. Palos;21:07;1
32;PALIO;21:30;Argote de Molina;;0
32;PALIO;22:00;Álvarez Quintero;;0
32;PALIO;22:30;Cuna;;0
32;PALIO;23:00;Orfila;;0
32;PALIO;23:30;García Tassara;;0
32;PALIO;00:00;J. del Gran Poder;;0
32;PALIO;00:30;Cond. de Barajas;;0
32;PALIO;01:00;Entrada;01:15;0
33;CRUZGUIA;17:00;Salida;17:04;0
33;CRUZGUIA;17:30;Alfalfa;;0
33;CRUZGUIA;18:00;Villegas;;0
33;CRUZGUIA;18:30;Cuna;;0
33;CRUZGUIA;19:00;J. Lasso Vega;;0
33;CRUZGUIA;19:30;Campana;19:42;1
33;CRUZGUIA;20:00;Plaza;20:22;1
33;CRUZGUIA;20:30;S. Miguel;20:48;1
33;CRUZGUIA;21:00;P. Palos;21:07;1
33;CRUZGUIA;21:30;Pl. Contratación;;0
33;CRUZGUIA;22:00;Puerta de Jerez;;0
33;CRUZGUIA;22:30;San Fernando;;0
33;CRUZGUIA;23:00;P. Cat. de Ribera;;0
33;CRUZGUIA;23:30;Sta Mª la Blanca;;0
33;CRUZGUIA;00:00;San José;;0
33;CRUZGUIA;00:30;Entrada;00:45;0
33;PALIO;18:00;Salida;;0
33;PALIO;18:30;Candilejo;;0
33;PALIO;19:00;Villegas;;0
33;PALIO;19:30;Cuna;;0
33;PALIO;20:00;J. Lasso Vega;;0
33;PALIO;20:30;Campana;20:34;1
33;PALIO;21:00;Plaza;21:14;1
33;PALIO;21:30;S. Miguel;21:40;1
33;PALIO;22:00;P. Palos;21:59;1
33;PALIO;22:30;San Gregorio;;0
33;PALIO;23:00;San Fernando;;0
33;PALIO;23:30;P. Cat. de Ribera;;0
33;PALIO;00:00;Sta Mª la Blanca;;0
33;PALIO;00:30;San José;;0
33;PALIO;01:30;Entrada;01:56;0
34;CRUZGUIA;17:30;Salida;;0
34;CRUZGUIA;18:00;Pl. San Ildefonso;;0
34;CRUZGUIA;18:30;Dormitorio;;0
34;CRUZGUIA;19:00;Imagen;;0
34;CRUZGUIA;19:30;Laraña;;0
34;CRUZGUIA;20:00;J. Lasso Vega;;0
34;CRUZGUIA;20:30;Campana;20:34;1
34;CRUZGUIA;21:00;Plaza;21:14;1
34;CRUZGUIA;21:30;S. Miguel;21:40;1
34;CRUZGUIA;22:00;P. Palos;21:59;1
34;CRUZGUIA;22:30;Francos;;0
34;CRUZGUIA;23:00;Cues. del Rosario;;0
34;CRUZGUIA;23:30;Águilas;;0
34;CRUZGUIA;00:00;Entrada;;0
34;PALIO;18:30;Salida;;0
34;PALIO;19:00;Águilas;;0
34;PALIO;19:30;Pl. San Leandro;;0
34;PALIO;20:00;Pl. Cristo Burgos;;0
34;PALIO;20:30;Laraña;;0
34;PALIO;21:00;Campana;21:21;1
34;PALIO;21:30;Plaza;22:01;1
34;PALIO;22:00;S. Miguel;22:27;1
34;PALIO;22:30;P. Palos;22:46;1
34;PALIO;23:00;Alemanes;;0
34;PALIO;23:30;Francos;;0
34;PALIO;00:00;Cues. del Rosario;;0
34;PALIO;00:30;Alfalfa;;0
34;PALIO;01:00;Águilas;;0
34;PALIO;01:30;Entrada;01:35;0
35;CRUZGUIA;19:30;Salida;19:40;0
35;CRUZGUIA;20:00;Correduría;;0
35;CRUZGUIA;20:30;Trajano;;0
35;CRUZGUIA;21:00;Campana;21:21;1
35;CRUZGUIA;21:30;Plaza;22:01;1
35;CRUZGUIA;22:00;S. Miguel;22:27;1
35;CRUZGUIA;22:30;P. Palos;22:46;1
35;CRUZGUIA;23:00;Argote de Molina;;0
35;CRUZGUIA;23:30;Álvarez Quintero;;0
35;CRUZGUIA;00:00;Cuna;;0
35;CRUZGUIA;00:30;García Tassara;;0
35;CRUZGUIA;01:00;Correduría;;0
35;CRUZGUIA;01:30;Entrada;;0
35;PALIO;20:00;Salida;20:10;0
35;PALIO;20:30;Correduría;;0
35;PALIO;21:00;Cond. de Barajas;;0
35;PALIO;21:30;Campana;21:46;1
35;PALIO;22:00;Plaza;22:26;1
35;PALIO;22:30;S. Miguel;22:52;1
35;PALIO;23:00;P. Palos;23:11;1
35;PALIO;23:30;Argote de Molina;;0
35;PALIO;00:00;Álvarez Quintero;;0
35;PALIO;00:30;Cuna;;0
35;PALIO;01:00;García Tassara;;0
35;PALIO;01:30;Correduría;;0
35;PALIO;02:00;Entrada;02:15;0
36;CRUZGUIA;18:30;Salida;18:50;0
36;CRUZGUIA;19:00;Pl. Contratación;;0
36;CRUZGUIA;19:30;Fray Ceferín. Glez;;0
36;CRUZGUIA;20:00;Castelar;;0
36;CRUZGUIA;20:30;Gamazo;;0
36;CRUZGUIA;21:00;Méndez Núñez;;0
36;CRUZGUIA;21:30;Campana;21:46;1
36;CRUZGUIA;22:00;Plaza;22:26;1
36;CRUZGUIA;22:30;S. Miguel;22:52;1
36;CRUZGUIA;23:00;P. Palos;23:11;1
36;CRUZGUIA;23:30;Mig. de Mañara;;0
36;CRUZGUIA;00:00;Entrada;00:15;0
36;PALIO;20:00;Salida;;0
36;PALIO;20:30;Mig. de Mañara;;0
36;PALIO;21:00;Arfe;;0
36;PALIO;21:30;Gamazo;;0
36;PALIO;22:00;Méndez Núñez;;0
36;PALIO;22:30;O'Donnell;;0
36;PALIO;23:00;Campana;22:51;1
36;PALIO;23:30;Plaza;23:31;1
36;PALIO;00:00;S. Miguel;23:57;1
36;PALIO;00:30;P. Palos;00:16;1
36;PALIO;01:00;San Gregorio;;0
36;PALIO;01:30;Lonja Universid.;;0
36;PALIO;02:00;Entrada;01:45;0
37;CRUZGUIA;19:30;Salida;19:50;0
37;CRUZGUIA;20:00;Mateos Gago;;0
37;CRUZGUIA;20:30;Pl. Triunfo;;0
37;CRUZGUIA;21:00;Tomás de Ibarra;;0
37;CRUZGUIA;21:30;Castelar;;0
37;CRUZGUIA;22:00;Barcelona;;0
37;CRUZGUIA;22:30;Velázquez;;0
37;CRUZGUIA;23:00;Campana;22:51;1
37;CRUZGUIA;23:30;Plaza;23:31;1
37;CRUZGUIA;00:00;S. Miguel;23:57;1
37;CRUZGUIA;00:30;P. Palos;00:16;1
37;CRUZGUIA;01:00;Entrada;;0
37;PALIO;20:30;Salida;20:25;0
37;PALIO;21:00;Mateos Gago;;0
37;PALIO;21:30;Tomás de Ibarra;;0
37;PALIO;22:00;Post. del Aceite;;0
37;PALIO;22:30;Barcelona;;0
37;PALIO;23:00;Campana;23:25;1
37;PALIO;23:30;Sierpes;;1
37;PALIO;00:00;Plaza;00:05;1
37;PALIO;00:30;S. Miguel;00:31;1
37;PALIO;01:00;P. Palos;00:50;1
37;PALIO;01:30;Entrada;01:40;0
38;CRUZGUIA;15:00;Salida;;0
38;CRUZGUIA;15:30;Alam. Hércules;;0
38;CRUZGUIA;16:00;Trajano;;0
38;CRUZGUIA;16:30;Campana;16:43;1
38;CRUZGUIA;17:00;Plaza;17:23;1
38;CRUZGUIA;17:30;S. Miguel;17:49;1
38;CRUZGUIA;18:00;P. Palos;18:08;1
38;CRUZGUIA;18:30;Placentines;;0
38;CRUZGUIA;19:00;Álv. Quintero;;0
38;CRUZGUIA;19:30;Lineros;;0
38;CRUZGUIA;20:00;Encarnación;;0
38;CRUZGUIA;20:30;Encarnación;;0
38;CRUZGUIA;21:00;Sta Ánge. Cruz;;0
38;CRUZGUIA;21:30;S. J. Palma;;0
38;CRUZGUIA;22:00;Feria;;0
38;CRUZGUIA;22:30;Guadiana;;0
